No.,Text,Marah,Antisipasi,Jijik,Takut,Bahagia,Sedih,Terkejut,Percaya
2213,"Alhamdulillah, semoga tahun 2020 dapat menjadi yang terbaik untuk ummi abah  pray for me :)",0,1,0,0,1,0,0,0
133,emang kalo semalem tahun baruan nya gangapa ngapain kenapa? gakada yang salah kan?,1,0,1,0,0,0,0,0
1692,"halooo rakaaa , aduhhh ganteeng bangeed kamuu. Semogaa jaadi anaaak yang baikk yaaa ",0,0,0,0,1,0,0,0
2653,"Untuk saudara saudaraku yang ke banjiran kami turut prihatin , semoga cepat surut dan cepat tertangani .. ",0,1,0,0,0,1,0,0
3895,"Kebersamaan dalam acara tahun baru 2020,SELAMAT TAHUN BARU semoga ditahun ini tercapai apa yang di Cita citakan.",0,1,0,0,0,0,0,0
849,Semoga Allah SWT menjadikan Beliau sosok pemimpin masa depan yang amanah.,0,0,0,0,0,0,0,1
2604,"Mengapa selalu aku yang mengalah... tak pernahkah kau berpikir, sedikit tentang hatiku... Paringano sabar ya Allah... ",0,0,0,0,0,1,0,0
720,"stay safe ya nder dan semua yang kena banjir, semoga cepet surut!",0,1,0,0,0,0,0,1
721,terimakasih waktu sudah membantu aku melupakannya dan kenangan yang sangat menyakitkan buat aku..,0,0,0,0,0,1,0,0
22,Ini yang pada memaki pak Nasarudin pasti kalau makan nggak pernah pakai sendok :D :D :D,0,0,1,0,0,0,0,0
3602,Eh eh yang terakhirnya gausah pake acara senyum senyum dong? Apa ga kasian sama hati gue???,0,0,1,0,0,0,1,0
372,"Ada 2 hal yang saya sesalkan dalam hidupku, tidak jago bahasa inggris dan tidak jago membuat essay :(",0,0,0,0,0,1,0,0
1547,Semoga cepet surut dan hati-hati buat warga yang kena banjir #Banjir,0,1,0,0,0,0,0,0
1138,Stay safe yang kebanjiran. Semoga lekas surut aamiin.,0,1,0,0,0,0,0,1
2067,semoga semua yang dirasain dari kemarin kemarin ini ada hasilnya,0,1,0,0,0,0,0,0
1800,"Finally 2020! Alhamdulillah Allah masih ngasih kepercayaan umur, banyak banget target yang harus diselesaikan tahun ini  semangat!",0,1,0,0,1,0,0,0
1477,"Semoga yang disemogakan pada 2020 gak lagi berlabel ""semoga"" yaa",0,1,0,0,0,0,0,0
3160,"Seperti itu yang namanya berharap. Sebenarnya sudah jenuh, tapi tetap enggan meninggalkan.",0,0,1,0,0,0,0,0
1944,terima kasih 2019 banyak hal yang terduga duga ternyata:) semoga 2020 bakal membaik,0,1,0,0,1,0,0,0
531,"Hidup menawarkan begitu banyak pilihan. Pilih serta jalani yang terbaik, dan menjadi seorang pemenang!",0,1,0,0,0,0,0,0
4003,"Menyedihkan ketika kamu akhirnya memberi hatimu pada dia yang berjanji tuk merawatnya, tapi dia mengembalikannya dalam keadaan terluka",0,0,0,0,0,1,0,0
3402,"Aku telah melihat yang terbaik darimu, dan yang terburuk darimu, aku memilih keduanya.",0,0,0,0,1,0,0,1
1378,"Semoga yang naik tahun ini IPK, bukan berat badan :)",0,1,0,0,0,0,0,0
1381,2019 yang luar biasa. 2020 harus lebih luarbiasa(:,0,1,0,0,1,0,0,0
1181,2020 ; Semoga aku menjadi orang yang mampu memberi manfaat kpd org lain.,0,1,0,0,0,0,0,0
2733,"Semoga semua saudara kita yang terkena dampak banjir tetap tabah & selalu waspada, Utamakan keselamatan. #banjir2020",0,1,0,0,0,0,0,0
4184,"Trimakasih tahun tahun yang telah lalu, dan tahun tahun yang baru semoga lebih bisa diisi dengan segala syukur.",0,1,0,0,1,0,0,0
3815,"kesal, ada yang ngira tetap mengejar fb lagi tadi siang padahal emang ngambek ya udah sekalian mute",1,0,1,0,0,0,0,0
3324,Agak seneng gt sama teman2 kknku yang ga ngeluh mendengarkan ngigoanku yang pelor parah makasih syg,0,0,0,0,1,0,0,1
3533,Ternyata kos yang ditempatin waktu di Jakarta kena juga Banjir. Pray for Jakarta. Semoga cepat membaik,0,0,0,0,0,0,1,0
1155,"Kalean yang didaerah nya lagi banjir, semoga cepet surut ya:""",0,1,0,0,0,0,0,1
4097,"Semoga 2020 semoga semoga yang baik sukses, skripsi lancar,wisuda, pasangan belakangan aja tapi tetap jalan hehe ",0,1,0,0,0,0,0,0
3317,"Cewek bakal 'mertahanin' cowok yang 'merjuangin' hubungannya, gak akan pernah ngebohongin sm janji2nya. :)",0,0,0,0,0,0,0,1
2530,"Kasian yang kena banjir, ada yang belum dapet bantuan, ga tau itu gimana . Semoga cepat surut.",0,1,0,0,0,0,0,0
2977,"Biasanya orang yang suka ngefitnah lo,ngejelek-jelekin lo itu tanpa disadarisebenernya dia sedang mengumbar aib nyasendiri. :)",1,0,0,0,0,0,0,0
3696,"Demi proposal dan mandi, gua ngungsi ke rumah temen. Awal tahun yang sangat sangat:(",0,0,0,0,0,1,0,0
1926,Makasih ucapannya ya Sius. Selamat tahun baru juga! Semoga 2020 bertambah makin makin yang positif.,0,1,0,0,1,0,0,0
1886,Segala rasa sakit yang kamu terima tahun lalu bukan apa-apa jika dibantingkan dengan rasa sakit yang sudah menunggumu tahun ini,0,0,0,0,0,1,0,0
1107,"Selamat tahun baru untuk Bapak Bripka Ambarita, yang lain tidak.",0,0,1,0,1,0,0,0
771,Harapan gue semoga tahun ini ada wanita yang setia mendampingi gue aseek,0,1,0,0,1,0,0,1
2022,ya Allah berikan ketabahan dan keselamatan untuk yang terkena banjir. stay safe everyone,0,0,0,0,0,0,0,1
3767,"Tahun Baru disambut dengan ""mbak"" yang menyapu depan kos jam 03.28. Terimakasih sudah dibersihkan.",0,1,0,0,0,0,0,1
2783,"Apa cuman aku yang mau nangis baca ini, seolah olah nct itu rendah banget ",0,0,0,0,0,1,0,0
2081,tahun baru diawali dengan membeli rokok marlboro yang harganya sudah mencapai 33rb. bangsat,1,0,0,0,0,0,0,0
4106,"Semoga tahun ini jadi tahun yang paling bahagia untuk kita semua, especially awak yang tengah baca ni.",0,1,0,0,0,0,0,0
993,"Semoga, ada hal yang membahagiakan, setelah aku bangun tidur. Amin",0,1,0,0,1,0,0,0
927,ya Allah ndeerr yang tabah yaa semoga diganti sama rejeki yg lebih baik,0,1,0,0,0,0,0,1
1088,mutualku yang di area jabodetabek stay safe ya!!,0,1,0,0,0,0,0,1
4037,Hmm.. moga-moga di taun 2020 ini bisa jadi taun yang mengesankan bwat gw :),0,1,0,0,0,0,0,0
333,Dari semua NCT 127 gue ga akan kaget kalo Johnny punya pacar. Kalo yang lain baru kaget,0,0,0,0,0,0,1,0
612,"Met tahun baru, keknya 2019 tuh tahun yang paling ngasih pelajaran baru  dihidup gue deh",0,0,0,0,1,0,0,0
2185,Woii ih gua masi muda kalii:(( harusnya gua yang panggil kak,1,0,0,0,0,0,0,0
1278,Terimakasih tahun 2019 semoga tahun 2020 ini banyak cerita yang lebih menyenangkan ya aamiin,0,1,0,0,1,0,0,0
1740,"sahabat itu ibarat tutup ama botolnya, yang gak bisa dipisahin kecuali ada orang ketiga :"")",0,0,0,0,0,1,0,0
754,Adakah yang sudah membuka tahun 2020 dengan patah hati?,0,0,0,0,0,1,0,0
3406,"Liat dia jadi inget pas jadi newbie maen biola,,  yang diapal cm itu doang..  Ampe sekarang..  Hahaha",0,0,0,0,1,0,0,0
1148,Terimakasih Bandung buat 7 tahunnya yang sangat luar biasa ! :),0,0,0,0,1,0,0,0
2572,happy new year too!!! semoga 2020 jadi taun yang baik yaaaa sukses terus sayaaaaang,0,1,0,0,1,0,0,0
2451,Selamat tahun baru mutualku dari ak yang ketiduran pas taun baru wkwkwk,0,0,0,0,1,0,0,0
2452,"Now 2020, yang kemaren2 terjadi aku anggap selesai. Untuk semua yang telah hadir, terimakasih ku ucapkan.",0,1,0,0,0,0,0,0
711,"Musibah gak ada yang tau, itu Allah negur umatny sih :)",0,0,0,1,0,0,0,0
579,"2019 tahun pendewasaan, banyak hal yang ""untuk pertama kali"". Semoga kedepanyaa menjadi lebih baik.",0,1,0,0,0,0,0,1
1530,"Ya Allah, berikan balasan kasih sayang untuk orang yang selalu menyayangiku.",0,0,0,0,0,0,0,1
3518,Enak banget jadi orang yang cantik. Bisa ngerasain gimana dicintain bukan nyintain hhh.,0,0,1,0,0,0,0,0
4014,terimakasih 1 menit 15 detik yang membuat tenang di awal 2020 ini :)),0,0,0,0,1,0,0,0
441,Udah disuruh waspada se erwe. Ini daerah tinggi deket rumah gue bisa kebanjiran. Gimana yang laen dah kelelep,1,0,0,0,0,0,0,0
2424,semoga tahun 2020 ni . semua yang diimpikan tercapai :),0,1,0,0,0,0,0,0
3517,Orang yang akan terus ada di sampingmu di saat kondisi terburuk menghampirimu adalah mamah. :'),0,0,0,0,0,0,0,1
3201,"Gua tinggal di apartemen lantai 21. Jadi kalau air masuk kamar, gua sih yang khawatir sama lu pada",0,0,0,1,0,0,0,0
3087,Sumpa dah rumah kebanjiran semata kaki aja repot nya minta ampun gimana yang ampe atap yaa :(,0,0,0,0,0,1,0,0
1338,"Gua suka sama cewe yang minisetnya terbuka , enak buat diajak bertukar pikiran.",0,0,0,0,1,0,0,0
4030,selamat tahun baru kil  semoga tahun 2020 kita bisa jadi orang yang lebih baik yaaaaa,0,1,0,0,1,0,0,0
1963,Ya kaget sih kalo misal yang dating beneran member nct gimana,0,0,0,0,0,0,1,0
413,Alhamdulillah nikmatnya menjadi seorang istri. Semoga di tahun 2020 ini bisa menjadi istri yang makin sholehah.,0,1,0,0,1,0,0,0
2076,Semoga mendapatkan pekerjaan yang tetap dan gaji yg berkah aamiin,0,1,0,0,0,0,0,0
3865,Selamat datang 2020! Dan selamat juga karena akan semakin banyak lelaki yang tertekan di tahun ini,0,1,0,0,0,0,0,0
2988,Semoga hujan segera berhenti dan teman-teman yang daerahnya sedang kebanjiran dapat segera pulih dan dievakuasi,0,1,0,0,0,0,0,0
2400,Mengampuni 2019 untuk 2020 yang lebih indah :))))) thankyou for everything 2019,0,0,0,0,1,0,0,1
3296,boil sampai lembut level yang kau boleh mash tu tau tapi jangan lah mash hahaha. selamat mencuba!,0,0,0,0,1,0,0,0
1090,"yang rumahnya kena banjir stay safe ya. jaga kesehatan kalian, jaga harta benda kalian, jaga keluarga kalian",0,1,0,0,0,0,0,1
1795,Bagaimana mungkin aku mampu melupakanmu? jika meninggalkanmu adalah hal yang tak pernah ingin kulakukan.,0,0,0,0,1,0,0,1
1286,"Sabar, karena terkadang itu akan membawa kita pada sesuatu yang lebih baik.",0,0,0,0,0,0,0,1
3868,happy new year kak! good to now sesuatu yang kaka inginkan terjadii sukses teruss ke depannyaa!,0,1,0,0,1,0,0,0
4031,Positif 2020 yang ga ke kejar di 2019 harus tercapai. Happy new year everyone!,0,1,0,0,1,0,0,0
1135,semoga ga kena banjir ya allah parah bgt liat orang2 yang kena banjir,0,0,0,1,0,1,0,0
1231,Doaku untukmu semoga tetap menjadi orang yang lebih baik lagi.. aminn,0,0,0,0,0,0,0,1
3785,gila ini yang pada kena banjir stay safe ya jangan lupa selamatin barang berharga beserta dokumen penting segala macem ok,0,1,0,0,0,0,0,0
1516,yang banjir dom mana ajaaa??? cepet surut ya!!!,0,1,0,0,0,0,0,0
1061,Iya yaallah semoga diberi kemudahan dan gaada yang kenapa2 ya..,0,0,0,0,0,0,0,1
144,Banyak kok tam. Masih banyak yang mensyaratkan 2.75 juga tam. Mangat pak bos!,0,1,0,0,0,0,0,1
564,"iyaaa aku juga tadi liat ada yang bilang dia sama tetehnya :"") lucu banget sih ah",0,0,0,0,1,0,0,0
2133,Kok ada ya manusia yang sadisnya melebihi hewan yang gak punya akal?,1,0,0,0,0,0,0,0
1744,Akhir tahun 2019 yang sedikit baik dari sebelumnya semoga di tahun 2020 akan banyak hal baik berikutnyaa,0,1,0,0,1,0,0,0
4123,"Semoga yang punya pemancingan di cedang hidupnya makin berkah, keluarganya bahagia, abis bagi bagi ikan secara cuma cuma",0,1,0,0,1,0,0,0
115,yaallah gue nangis tetangga gue sibuk bantuin keluarga yang meninggal sedangkan disini hujan ga tega liatnya,0,0,1,0,0,1,0,0
2541,"Aku tida kuat melihat clip konser semalem. kelingan yang dulu dulu :"")",0,0,0,0,0,1,0,0
545,Ketika kau telah menemukan cinta yang lain. Aku hanya berharap bahwa kau akan selalu baik-baik saja.,0,0,0,0,0,1,0,1
3064,"Tersenyumlah, karena bisa jadi dengan senyumanmu banyak orang lain yang ikut tersenyum sama sepertimu.",0,0,0,0,1,0,0,0
1093,"Terimakasih, telah menjadikan apa-apa yang rahasia tetap jadi rahasia.",0,0,0,0,0,0,0,1
1728,"Happy new year kak  semoga dilancarkan segala urusannya, bahagia dan yang pastinya sukses teruss buat ke depannya ",0,1,0,0,1,0,0,0
819,Mintalah bantuan Tuhan untuk setiap masalah yang tidak bisa kamu selesaikan sendiri,0,0,0,0,0,0,0,1
1031,Semoga buat teman2 dan keluarga yang kebanjiran cepat dapat bantuan..stay safe.. #prayforJakarta,0,1,0,0,0,0,0,1
2748,"Happy birthday ya kak semoga selalu sehat,selalu bahagia,panjang umur and apa yang diharapkan cepat terwujud aamiin",0,1,0,0,1,0,0,0
1819,"Bukan hanya jakarta yang banjir,terdapat banjir di dalam hati ku tergenang rasa cemas dan sakit",0,0,0,0,0,1,0,0
1592,Hari pertama di 2020 dipake buat ga ngapa2in. Sungguh awal yang sia-sia.,0,0,1,0,0,1,0,0
1813,"Bikin resolusi yang realistis dikit dong :)) Happy new year 2020, Sejong!",0,0,0,0,1,0,0,0
3586,Kesempurnaan hanya milik Allah. Kita tidak perlu menjadi sempurna karena memang tidak bisa. Lakukan saja yang terbaik!,0,1,0,0,0,0,0,0
1943,"Selamat tahun baru juga buat mas ayers, semoga uang yang kita hasilkan nantinya semakin haram.",0,1,0,0,0,0,0,0
2205,Gue suka nya yang coklat nder dan itu enak bangetttttt,0,0,0,0,1,0,0,0
2102,Stay safe teman teman yang daerah rumahnya kebanjiran. Semoga cepet surut,0,1,0,0,0,0,0,1
3501,"Selamat tinggal tahun yang masih membuatku terus mengingatmu , dan tahun berikutnya kupercayai akan sama juga .",0,1,0,0,0,0,0,0
3118,"tak suka ya tak suka saja, tak usah jadi yang menjengkelkan. semudah itu memahami banjir mu.",0,0,1,0,0,0,0,0
2969,"Allah itu dekat, bahkan lebih dekat dari apa saja yang bisa engkau lihat #jokowi2periode #2019tetapjokowi",0,0,0,0,0,0,0,1
958,Happy new year 2O2O jugaa bayi Buna yang cantik!,0,0,0,0,1,0,0,0
3354,"Jika kamu terluka karena cinta, maka carilah cinta yang baru untuk menyembuhkan luka itu.",0,1,0,0,0,0,0,0
2658,Ya Allah nangis. Kasian banget alpa nya Seunggyo dia yang nanggung sakit tapi dia juga yang ga diinginkan,0,0,0,0,0,1,0,0
1636,Kenapasih rata rata yang belok itu anak broken home :( ku juga brokenhome,0,0,0,0,0,1,0,0
4109,Berharap untuk merasakan apa yang tidak kurasakan pada dirimu. Berusaha tetap tegar dibalik tangisanku ini,0,0,0,0,0,1,0,0
2163,#priemroses ： stay safe yang daerah rumahnya banjir. semangat ya.,0,1,0,0,0,0,0,0
4183,Mengawali tahun disambut banjir pasti ga ada yang mau. Selamat berjuang jakartans. Semoga cepet reda.,0,1,0,0,0,0,0,0
3328,"Untuk menyambut tahun yang baru, semangat baru dan mungkin menjadi tradisi dari tahun ke tahun",0,1,0,0,0,0,0,0
3676,"happy new year phinaaakkk, semoga tahun ini apapun yang kamu inginkan terkabulkan ya. Jangan lupa bahagiaaa!",0,1,0,0,1,0,0,0
3786,Kangen juga si. Apalagi jajanannya. Ada aja yang jualan. Kalo gak ditawar2in ama warga,0,0,0,0,0,1,0,0
3646,"2019 aku kehilangan banyak hal, semoga ditahun ini gada yang hilang lagi. Semoga kamu juga selalu ada hehe",0,1,0,0,1,0,0,0
1146,Amin sayang-sayangku. Yang kuat ya di tahun ini jugaa  happy new year my dearest,0,1,0,0,1,0,0,1
3692,Astagfirullah sering banget buang-buang waktu cuma buat nulis caption yang akhirnya juga bakalan diapus sebelum 24 jam,0,0,1,0,0,0,0,0
2724,"Happy birthday, happy new year! Semoga 2020 jadi tahun yang baik ya. ",0,1,0,0,1,0,0,0
3761,Tapi udah tau rumahnya Mari yang di Jepang belum nad? Gede banget wwww kayak istana,0,0,0,0,0,0,1,0
920,"Jehaaaa, happy new year! semoga jadi tahun yang baik buat Jeha.",0,1,0,0,1,0,0,0
2252,Semoga jadi tanda di 2020 bisa kebeli rumah yang gak kebanjiran. Aamiin,0,1,0,0,0,0,0,0
114,"“Singkat saja Aku ingin dibuatkan minuman manis di setiap pagi, sertakan senyumanmu yang manja”",0,1,0,0,1,0,0,0
3848,"Selamat Datang 2020, semoga menjadi tahun yang damai dan sejuk, menyenangkan buat semua. #SelamatTahunBaru2020",0,1,0,0,1,0,0,0
3841,Pak ahok kami merindukanmu kayaknya cuma pak ahok yang menghandle semua ini banjir ini Alhamdulillah,0,0,0,0,0,1,0,0
1383,"I MISS YOU , buat kamu yang jauh disana !",0,0,0,0,1,0,0,1
729,Selamat tahun baru 2020. Jangan lupa solat subuh bagi yang muslim :),0,1,0,0,1,0,0,0
2405,Seneng banget anjir aju nge report twt user yang ngebagiin video desahan eh sekarang ke suspend,0,0,0,0,1,0,0,0
91,"Apakah engkau mengantuk saat harus belajar, tapi bermata lebar saat menonton yang tidak ada gunanya?",0,0,1,0,0,0,0,0
4005,doa akan membawamu kepada teman2 yang baik dan mau nemenin mbolang sendirian padalan ngga sengaja ketemunya. syukur alhamdulillah.,0,0,0,0,0,0,0,1
921,Ya Allah semoga rejeki gua lancar biar bisa berbagi yang lebih banyak amin,0,0,0,0,0,0,0,1
3598,"Alhamdulilah 2020 dimulai dengan begitu banyak planning2 baik, semangat2 yang baik dan pastinya pasangan baru yang baik pula ",0,1,0,0,1,0,0,0
14,parasit hanya menempel pada tempat yang membuat ia nyaman. seperti aku dan kamu.,0,0,0,0,1,0,0,1
74,"Mungkin aku akan mendapatkan yang lebih baik? Begitu pula dengan kamu,semoga dia lebih baik dari aku ya",0,0,0,0,0,0,0,1
1568,Semoga kakak mendapatkan pekerjaan yang tetap dan apa yang diinginkan cepat terwujud aamiin,0,1,0,0,1,0,0,0
3980,"woww, kini rupanya arung jeram bisa dilakukan dengan mobil.Terima kasih paduka yang mulia Tuan Presiden",0,0,0,0,1,0,1,0
2223,Bodoh sial siapa yang buat orang aku sayang ni sedih,1,0,0,0,0,0,0,0
2270,"Itaal, semoga kamu juga terus semangat dan jadi pribadi yang lebih baik lagii. Me laft yu hun",0,1,0,0,0,0,0,0
1380,"2020 cuman pengen hidup sehat, rejeki yang banyak, berkah dan bermanfaat.",0,1,0,0,1,0,0,0
3817,"happy new year mina, semoga tahun ini jadi tahun yang penuh kebaikan ya. aamiin",0,1,0,0,1,0,0,0
3103,"Dua keadaan yang menggalaukan: Ada kesempatan tapi tidak siap, atau siap tapi tidak mengupayakan kesempatan.",0,0,0,0,0,1,0,0
3858,Selamat taun baru dari aku yang belum pernah taun baruan di titik nol sama tugu jogja :),0,1,0,0,0,0,0,0
2416,"Untuk daerah yang tergenang banjir, semoga lekas surut, ya. ",0,1,0,0,0,0,0,0
1481,Stay safee! Semoga cepat surut dan ngga ada barang yang rusak,0,1,0,0,0,0,0,0
3565,"Ingin ku coba lagi mengulang yang telah terjadi, Tetapi semua sudah tak berarti, Kau telah pergi :(",0,0,0,0,0,1,0,0
3836,Indonesia emang lagi demam bola tapi cuma bola mata kamu yang bikin aku demam.,0,0,0,0,1,0,0,1
1373,Masalahnya yang mau ngajak seriusnya aja masih abu abu:(((,0,0,0,0,0,1,0,0
2877,Terkadang saya ngakak dengan tingkah dan kebijakan yang dikeluarkan oleh para penguasa negeri ini.,0,0,1,0,0,0,0,0
4090,"Semoga yang sudah terjadi di 2019, bakal ada hadiah besar yang bikin bahagia di 2020..",0,1,0,0,0,0,0,0
219,Crush aku cakep happy new year Ya Allah nampak dah 2020 aku tahun yang hebat,0,1,0,0,1,0,0,0
3213,Harus bikin kapal yang besar...karena Nabi Nuh saja ndak bisa atasi banjir ini.....,0,0,0,1,0,0,0,0
3886,Kalian sangat pantas mendapatkan kehidupan yang lebih baik di tahun ini. Terima kasih lagi,0,0,0,0,1,0,0,0
1147,ya Tuhan semoga leeiyfelix menjadi pribadi yang lebih baik di 2020,0,1,0,0,0,0,0,1
2430,"Selamat tahun baru, lekaslah menjadi pribadi yang baru tanpa harus mengubah dirimu menjadi yang lain.",0,1,0,0,1,0,0,0
829,Masyaallah semoga kebaikan ibu dibalas dengan yang lebih lagi oleh allah aamiinn aallahumma aamiinn,0,0,0,0,1,0,0,1
2820,"Siap, semoga banjir yang mengepung jabar, bisa teratasi. Karena solusi banjir bukan bikin aplikasi. #sesuaiAplikasi",0,1,0,0,0,0,0,0
2878,Sekalian nasi uduk sama gorangan nya mbak.... hahaha semoga mbal nya di beri rezeki yang berlimpah,0,1,0,0,1,0,0,0
499,"Pernah menjadi satu-satunya yang di cintai, tapi akhirnya menjadi salah satu yang ia cintai",0,0,0,0,0,1,0,0
205,"Andai ku tahu kapan tiba ajalku, aku takut akan semua dosa-dosaku yang terus membayangiku",0,0,0,1,0,1,0,0
1367,"2020, diawali mimpi yang sangat indah, Masya Allah",0,0,0,0,1,0,0,0
561,"kalo masi ada yang nyalahin @aniesbaswedan pas #BanjirJakarta ini, gue doain kesimpratan aer comberan selama 2020",1,0,1,0,0,0,0,0
4073,happy new year!!!! bahagia dan sehat selalu untuk kamu yang baca,0,1,0,0,1,0,0,0
1332,"Terima kasih sudah mau, semoga tidak menjadi pertemuan yang terakhir",0,0,0,0,1,0,0,0
237,Liat2 berita banjir Jakarta jadi serem sendiri. Semoga mereka yang terjebak banjir bisa segera dievakuasi,0,1,0,1,0,0,0,0
3144,"#IniHanyaAutoTweet ""Aku merasa cemburu kau jalan dengannya sayang, ini semua karena cintaku yang teramat besar untukmu",0,0,0,0,0,1,0,0
1537,Semoga tahun 2020 lebih baik dari tahun yang sebelum nya aminnn.,0,1,0,0,1,0,0,0
586,"Terimakasih untuk semua nikmat, istri yang cantik,  anak yang lucu, dan pekerjaan yang saya suka ",0,1,0,0,1,0,0,0
899,pusing awal bulan di tahun baru ini banyak laporan yang deadline nya berdekatan,1,0,0,0,0,0,0,0
4205,semangat ya jennie semoga kamu bisa move on dan bisa mencari pengganti yang baru :),0,1,0,0,1,0,0,0
2427,kasian orang-orang yang lagi jemur pakaian ga kering :(,0,0,0,0,0,1,0,0
2012,aminnnn semoga yang belum tercapai di 2019 bisa kita capai di 2020 yaa,0,1,0,0,0,0,0,0
1326,"Happy new year, Sab! Semoga 2020 menjadi tahun yang baik.",0,1,0,0,1,0,0,0
3295,Banjir pdhl karena bencana alam yang gabisa diatur manusia sm kelalaian masyarakat buang sampah sembarangan. Tp nyalahinnya pemerintah terosss,0,0,1,0,0,0,0,0
247,"Tetap menjadi yang terbaik Mas, karna  ingatlah bahwa yang terbaik kadang adalah yang di perbaiki.",0,0,0,0,0,0,0,1
3227,Banyak yang mencampur adukkan akal dengan perasaan. Makanya banyak yg suka mengoblok kan orang lain.,0,0,1,0,0,0,0,0
1198,2020 dimulai dengan mati lampu dan banjir. Semoga yang lain aman2 ya,0,1,0,0,0,0,0,0
2786,"Gapapa nder, nanti akan ada seseorang yang bisa memahami kamu apapun kesalahan yang kamu buat. Stay strong!",0,0,0,0,0,0,0,1
2148,Hal paling berat 'tuk dilakukan adalah melihat orang yang kau cinta mencintai orang lain,0,0,0,0,0,1,0,0
2150,"MasyaAllah ternyata hatinya begitu baik, semoga kebaikanmu dibalas dengan kebaikan yang melebihi kebaikanmu ",0,0,0,0,0,0,0,1
758,semoga cepet surut dan ga ada barang barang berharga yang hilang kik,0,1,0,0,0,0,0,1
2146,"semoga 2020 yang diawali banjir air, dipenuhi banjir rejeki setelahnya.",0,1,0,0,0,0,0,0
1331,"yang di jakarta, stay safe ya, terutama yg kebanjiran daerahnya semoga cepat surut ",0,1,0,0,0,0,0,1
3758,"dear 2020, aku siap kembali berpetualang. aku siap menerima tantanganmu. aku siap menemukan diriku yang baru",0,1,0,0,0,0,0,0
